studentsNumber,outOf5Stars,url,grades,lowIncomeRaceDisbilityJson,schoolTitle,totalNumReviews,StarBreakout,types
"2,376",3 out of 5 stars,https://www.greatschools.org/california/san-diego/6233-Scripps-Ranch-High-School/?s_cid=gsapi,9-12,,Scripps Ranch High School,58,"19,5,3,8,8",Public
366,4 out of 5 stars,https://www.greatschools.org/california/ross/3466-Ross-Elementary-School/?s_cid=gsapi,K-8,,Ross Elementary School,22,"13,0,1,0,5",Public
350,5 out of 5 stars,https://www.greatschools.org/california/san-diego/25254-San-Diego-Global-Vision-Academy/?s_cid=gsapi,K-5,,San Diego Global Vision Academy,47,"30,1,0,1,0",Public charter
305,5 out of 5 stars,https://www.greatschools.org/california/lemon-cove/7493-Sequoia-Elementary-School/?s_cid=gsapi,K-8,,Sequoia Elementary School,11,"6,0,0,0,0",Public
"1,796",3 out of 5 stars,https://www.greatschools.org/california/san-diego/6235-Serra-High-School/?s_cid=gsapi,9-12,,Serra High School,42,"5,6,1,4,8",Public
261,4 out of 5 stars,https://www.greatschools.org/california/alpine/5788-Shadow-Hills-Elementary-School/?s_cid=gsapi,K-5,,Shadow Hills Elementary School,19,"9,1,0,1,1",Public
612,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6046-Shoal-Creek-Elementary-School/?s_cid=gsapi,K-5,,Shoal Creek Elementary School,65,"23,3,1,0,4",Public
675,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6295-Southwest-Middle-School/?s_cid=gsapi,7-8,,Southwest Middle School,8,"4,2,0,0,1",Public
609,4 out of 5 stars,https://www.greatschools.org/california/spreckels/3322-Spreckels-Elementary-School/?s_cid=gsapi,K-5,,Spreckels Elementary School,30,"8,2,4,1,1",Public
817,5 out of 5 stars,https://www.greatschools.org/california/san-ysidro/6302-Sunset-Elementary-School/?s_cid=gsapi,PK-6,,Sunset Elementary School,24,"8,2,0,1,0",Public
329,5 out of 5 stars,https://www.greatschools.org/california/santee/6073-Sycamore-Canyon-Elementary-School/?s_cid=gsapi,K-6,,Sycamore Canyon Elementary School,25,"8,2,1,0,0",Public
920,3 out of 5 stars,https://www.greatschools.org/california/san-diego/12450-Creative-Performing-And-Media-Arts-School/?s_cid=gsapi,6-8,,"Creative, Performing, and Media Arts School",64,"18,4,3,5,9",Public
978,4 out of 5 stars,https://www.greatschools.org/california/san-diego/11120-Teofilo-Mendoza-School/?s_cid=gsapi,K-6,,Teofilo Mendoza School,7,"1,1,0,1,0",Public
656,3 out of 5 stars,https://www.greatschools.org/california/lancaster/1690-Tierra-Bonita-Elementary-School/?s_cid=gsapi,K-6,,Tierra Bonita Elementary School,11,"1,2,0,2,1",Public
472,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6243-Tierrasanta-Elementary-School/?s_cid=gsapi,K-5,,Tierrasanta Elementary School,28,"9,5,0,2,2",Public
249,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6244-Toler-Elementary-School/?s_cid=gsapi,K-5,,Toler Elementary School,39,"23,1,1,0,4",Public
658,4 out of 5 stars,https://www.greatschools.org/california/san-marcos/6269-Twin-Oaks-Elementary-School/?s_cid=gsapi,K-5,,Twin Oaks Elementary School,18,"6,2,0,2,0",Public
"1,192",3 out of 5 stars,https://www.greatschools.org/california/poway/6051-Twin-Peaks-Middle-School/?s_cid=gsapi,6-8,,Twin Peaks Middle School,40,"6,6,1,5,10",Public
"1,758",4 out of 5 stars,https://www.greatschools.org/california/san-diego/6248-University-City-High-School/?s_cid=gsapi,9-12,,University City High School,31,"10,6,1,2,5",Public
627,5 out of 5 stars,https://www.greatschools.org/california/vista/6329-Vista-Academy-Of-Visual-And-Performing-Arts/?s_cid=gsapi,K-5,,Vista Academy Of Visual And Performing Arts,86,"28,8,1,3,0",Public
482,3 out of 5 stars,https://www.greatschools.org/california/el-cajon/5811-W.-D.-Hall-Elementary-School/?s_cid=gsapi,K-5,,W. D. Hall Elementary School,11,"6,0,0,0,4",Public
425,3 out of 5 stars,https://www.greatschools.org/california/san-diego/6251-Walker-Elementary-School/?s_cid=gsapi,PK-5,,Walker Elementary School,57,"6,7,0,2,5",Public
944,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6252-Wangenheim-Middle-School/?s_cid=gsapi,6-8,,Wangenheim Middle School,24,"14,1,1,3,2",Public
"2,283",4 out of 5 stars,https://www.greatschools.org/california/san-diego/12216-Westview-High-School/?s_cid=gsapi,9-12,,Westview High School,38,"13,3,3,5,4",Public
488,4 out of 5 stars,https://www.greatschools.org/california/lakewood/1431-Willow-Elementary-School/?s_cid=gsapi,K-6,,Willow Elementary School,6,"3,0,2,1,0",Public
747,4 out of 5 stars,https://www.greatschools.org/california/chula-vista/17509-Wolf-Canyon-Elementary-School/?s_cid=gsapi,K-6,,Wolf Canyon Elementary School,56,"24,2,1,1,5",Public
"1,991",5 out of 5 stars,https://www.greatschools.org/california/san-diego/14326-Canyon-Crest-Academy/?s_cid=gsapi,9-12,,Canyon Crest Academy,59,"36,1,2,0,4",Public
"1,531",4 out of 5 stars,https://www.greatschools.org/california/san-diego/11118-Carmel-Valley-Middle-School/?s_cid=gsapi,7-8,,Carmel Valley Middle School,28,"13,4,4,2,4",Public
952,3 out of 5 stars,https://www.greatschools.org/california/encinitas/6086-Diegueno-Middle-School/?s_cid=gsapi,7-8,,Diegueno Middle School,16,"3,2,2,1,2",Public
472,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6178-Kumeyaay-Elementary-School/?s_cid=gsapi,K-5,,Kumeyaay Elementary School,22,"14,3,1,2,0",Public
487,4 out of 5 stars,https://www.greatschools.org/california/la-mesa/5972-Northmont-Elementary-School/?s_cid=gsapi,K-6,,Northmont Elementary School,28,"12,2,2,0,2",Public
866,4 out of 5 stars,https://www.greatschools.org/california/carlsbad/11125-Pacific-Rim-Elementary-School/?s_cid=gsapi,K-5,,Pacific Rim Elementary School,60,"24,2,4,3,2",Public
"1,640",5 out of 5 stars,https://www.greatschools.org/california/encinitas/6089-San-Dieguito-High-Academy/?s_cid=gsapi,9-12,,San Dieguito High Academy,22,"15,1,1,0,1",Public
641,4 out of 5 stars,https://www.greatschools.org/california/san-diego/12213-Torrey-Hills-School/?s_cid=gsapi,K-6,,Torrey Hills School,15,"7,3,1,1,0",Public
760,4 out of 5 stars,https://www.greatschools.org/california/san-marcos/6260-Alvin-M.-Dunn-Elementary-School/?s_cid=gsapi,K-5,,Alvin M. Dunn Elementary School,12,"5,1,1,0,2",Public
"1,058",4 out of 5 stars,https://www.greatschools.org/california/carlsbad/11229-Carrillo-Elementary-School/?s_cid=gsapi,K-5,,Carrillo Elementary School,42,"17,5,9,5,1",Public
872,5 out of 5 stars,https://www.greatschools.org/california/bakersfield/1256-Discovery-Elementary-School/?s_cid=gsapi,K-6,,Discovery Elementary School,17,"11,2,0,0,0",Public
748,3 out of 5 stars,https://www.greatschools.org/california/vista/14143-Foothill-Oak-Elementary-School/?s_cid=gsapi,K-5,,Foothill Oak Elementary School,48,"10,4,3,5,9",Public
661,1 out of 5 stars,https://www.greatschools.org/california/el-cajon/5814-Johnson-Elementary-School/?s_cid=gsapi,K-5,,Johnson Elementary School,4,"0,0,0,0,4",Public
"2,295",3 out of 5 stars,https://www.greatschools.org/california/encinitas/6087-La-Costa-Canyon-High-School/?s_cid=gsapi,9-12,,La Costa Canyon High School,28,"9,5,4,3,4",Public
708,4 out of 5 stars,https://www.greatschools.org/california/oceanside/6016-Palmquist-Elementary-School/?s_cid=gsapi,K-5,,Palmquist Elementary School,25,"10,7,1,4,2",Public
641,3 out of 5 stars,https://www.greatschools.org/california/oceanside/6017-Reynolds-Elementary-School/?s_cid=gsapi,K-5,,Reynolds Elementary School,23,"3,5,1,1,4",Public
"1,460",4 out of 5 stars,https://www.greatschools.org/california/san-marcos/17072-San-Elijo-Elementary-School/?s_cid=gsapi,K-5,,San Elijo Elementary School,21,"14,2,3,0,1",Public
"1,850",3 out of 5 stars,https://www.greatschools.org/california/san-marcos/13780-San-Elijo-Middle-School/?s_cid=gsapi,6-8,,San Elijo Middle School,75,"21,6,6,5,17",Public
930,5 out of 5 stars,https://www.greatschools.org/california/san-marcos/6265-San-Marcos-Elementary-School/?s_cid=gsapi,K-5,,San Marcos Elementary School,8,"4,0,0,0,0",Public
"2,776",4 out of 5 stars,https://www.greatschools.org/california/san-marcos/6266-San-Marcos-High-School/?s_cid=gsapi,9-12,,San Marcos High School,70,"19,9,2,2,6",Public
"1,331",3 out of 5 stars,https://www.greatschools.org/california/san-marcos/6267-San-Marcos-Middle-School/?s_cid=gsapi,6-8,,San Marcos Middle School,4,"2,0,0,1,1",Public
"2,752",4 out of 5 stars,https://www.greatschools.org/california/san-diego/6091-Torrey-Pines-High-School/?s_cid=gsapi,9-12,,Torrey Pines High School,42,"17,4,6,3,4",Public
553,4 out of 5 stars,https://www.greatschools.org/california/escondido/6276-San-Pasqual-Union-Elementary-School/?s_cid=gsapi,K-8,,San Pasqual Union Elementary School,38,"13,5,2,2,0",Public
573,3 out of 5 stars,https://www.greatschools.org/california/san-ysidro/6300-San-Ysidro-Middle-School/?s_cid=gsapi,7-8,,San Ysidro Middle School,9,"2,1,1,2,2",Public
408,4 out of 5 stars,https://www.greatschools.org/california/san-diego/5853-Silver-Wing-Elementary-School/?s_cid=gsapi,K-6,,Silver Wing Elementary School,24,"7,2,3,1,3",Public
352,4 out of 5 stars,https://www.greatschools.org/california/strathmore/7498-Sunnyside-Elementary-School/?s_cid=gsapi,K-8,,Sunnyside Elementary School,13,"3,1,2,0,0",Public
"1,005",5 out of 5 stars,https://www.greatschools.org/california/bakersfield/17657-Veterans-Elementary-School/?s_cid=gsapi,K-6,,Veterans Elementary School,18,"10,0,1,0,1",Public
265,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6256-Whitman-Elementary-School/?s_cid=gsapi,K-6,,Whitman Elementary School,21,"8,5,1,1,1",Public
"1,026",4 out of 5 stars,https://www.greatschools.org/california/santee/6064-Cajon-Park-Elementary-School/?s_cid=gsapi,K-8,,Cajon Park Elementary School,19,"7,1,0,1,1",Public
566,4 out of 5 stars,https://www.greatschools.org/california/santee/6065-Carlton-Hills-Elementary-School/?s_cid=gsapi,K-8,,Carlton Hills Elementary School,23,"12,2,2,0,6",Public
815,4 out of 5 stars,https://www.greatschools.org/california/santee/6066-Carlton-Oaks-Elementary-School/?s_cid=gsapi,K-8,,Carlton Oaks Elementary School,27,"13,3,0,3,1",Public
558,4 out of 5 stars,https://www.greatschools.org/california/santee/6067-Chet-F.-Harritt-Elementary-School/?s_cid=gsapi,K-8,,Chet F. Harritt Elementary School,25,"13,2,1,3,1",Public
512,5 out of 5 stars,https://www.greatschools.org/california/spring-valley/5961-Highlands-Elementary-School/?s_cid=gsapi,K-6,,Highlands Elementary School,13,"10,1,0,0,0",Public
383,3 out of 5 stars,https://www.greatschools.org/california/san-diego/6220-Penn-Elementary-School/?s_cid=gsapi,K-5,,Penn Elementary School,10,"2,3,0,2,1",Public
582,4 out of 5 stars,https://www.greatschools.org/california/chula-vista/5846-Otay-Elementary-School/?s_cid=gsapi,K-6,,Otay Elementary School,16,"6,2,2,1,2",Public
850,5 out of 5 stars,https://www.greatschools.org/california/san-marcos/6264-Richland-Elementary/?s_cid=gsapi,K-5,,Richland Elementary,25,"9,1,0,1,0",Public
"2,761",5 out of 5 stars,https://www.greatschools.org/california/national-city/6297-Sweetwater-High-School/?s_cid=gsapi,9-12,,Sweetwater High School,18,"13,3,0,0,1",Public
589,4 out of 5 stars,https://www.greatschools.org/california/san-diego/11837-High-Tech-High/?s_cid=gsapi,9-12,,High Tech High,41,"12,2,3,5,4",Public charter
400,3 out of 5 stars,https://www.greatschools.org/california/san-diego/13754-High-Tech-High-Media-Arts-School/?s_cid=gsapi,9-12,,High Tech High Media Arts School,35,"10,1,0,3,8",Public charter
322,4 out of 5 stars,https://www.greatschools.org/california/san-diego/12442-High-Tech-Middle-School/?s_cid=gsapi,6-8,,High Tech Middle School,24,"14,2,3,2,1",Public charter
322,4 out of 5 stars,https://www.greatschools.org/california/san-diego/12442-High-Tech-Middle-School/?s_cid=gsapi,6-8,,High Tech Middle School,24,"14,2,3,2,1",Public charter
321,4 out of 5 stars,https://www.greatschools.org/california/coronado/5863-Silver-Strand-Elementary-School/?s_cid=gsapi,K-5,,Silver Strand Elementary School,19,"11,2,1,1,1",Public
554,4 out of 5 stars,https://www.greatschools.org/california/solana-beach/6272-Skyline-Elementary-School/?s_cid=gsapi,K-6,,Skyline Elementary School,10,"4,0,0,0,2",Public
577,4 out of 5 stars,https://www.greatschools.org/california/san-diego/13714-Solana-Pacific-Elementary-School/?s_cid=gsapi,4-6,,Solana Pacific Elementary School,13,"10,1,0,0,2",Public
470,5 out of 5 stars,https://www.greatschools.org/california/san-diego/31814-Solana-Ranch-Elementary/?s_cid=gsapi,K-6,,Solana Ranch Elementary,7,"1,0,0,0,0",Public
503,3 out of 5 stars,https://www.greatschools.org/california/imperial-beach/6074-Bayside-Elementary-School/?s_cid=gsapi,K-6,,Bayside Elementary School,16,"3,1,0,1,2",Public
732,3 out of 5 stars,https://www.greatschools.org/california/escondido/5888-Central-Elementary-School/?s_cid=gsapi,K-5,,Central Elementary School,14,"6,1,0,0,5",Public
586,5 out of 5 stars,https://www.greatschools.org/california/san-diego/6135-Emerson-Bandini-Elementary-School/?s_cid=gsapi,K-6,,Emerson/Bandini Elementary School,5,"4,0,0,0,0",Public
586,4 out of 5 stars,https://www.greatschools.org/california/gilroy/5506-Glen-View-Elementary-School/?s_cid=gsapi,K-5,,Glen View Elementary School,8,"3,0,0,0,1",Public
476,4 out of 5 stars,https://www.greatschools.org/california/san-diego/14872-Iftin-Charter-School/?s_cid=gsapi,K-8,,Iftin Charter School,18,"8,1,1,1,2",Public charter
768,3 out of 5 stars,https://www.greatschools.org/california/national-city/6292-National-City-Middle-School/?s_cid=gsapi,7-8,,National City Middle School,9,"3,0,0,0,5",Public
"2,367",4 out of 5 stars,https://www.greatschools.org/california/chula-vista/17054-Olympian-High-School/?s_cid=gsapi,9-12,,Olympian High School,66,"33,5,0,1,17",Public
832,4 out of 5 stars,https://www.greatschools.org/california/beaumont/12510-Sundance-Elementary-School/?s_cid=gsapi,K-5,,Sundance Elementary School,20,"7,0,1,1,1",Public
51,5 out of 5 stars,https://www.greatschools.org/california/san-marcos/27139-Taylion-San-Diego-Academy/?s_cid=gsapi,K-12,,Taylion San Diego Academy,1,"1,0,0,0,0",Public charter
434,5 out of 5 stars,https://www.greatschools.org/california/san-diego/24692-Innovation-Middle-School/?s_cid=gsapi,7-8,,Innovation Middle School,19,"9,2,0,0,1",Public
"1,209",3 out of 5 stars,https://www.greatschools.org/california/chula-vista/6278-Bonita-Vista-Middle-School/?s_cid=gsapi,7-8,,Bonita Vista Middle School,47,"8,7,3,3,6",Public
"2,487",3 out of 5 stars,https://www.greatschools.org/california/chula-vista/6279-Bonita-Vista-Senior-High-School/?s_cid=gsapi,9-12,,Bonita Vista Senior High School,38,"6,4,6,2,10",Public
879,4 out of 5 stars,https://www.greatschools.org/california/chula-vista/6280-Castle-Park-Middle-School/?s_cid=gsapi,7-8,,Castle Park Middle School,12,"7,0,2,1,1",Public
"1,474",3 out of 5 stars,https://www.greatschools.org/california/chula-vista/6281-Castle-Park-Senior-High-School/?s_cid=gsapi,9-12,,Castle Park Senior High School,11,"3,3,1,0,3",Public
"1,051",4 out of 5 stars,https://www.greatschools.org/california/chula-vista/6282-Chula-Vista-Middle-School/?s_cid=gsapi,7-8,,Chula Vista Middle School,35,"21,4,0,2,8",Public
"2,679",3 out of 5 stars,https://www.greatschools.org/california/chula-vista/6283-Chula-Vista-Senior-High-School/?s_cid=gsapi,9-12,,Chula Vista Senior High School,9,"3,1,0,0,3",Public
"1,711",4 out of 5 stars,https://www.greatschools.org/california/chula-vista/12517-Eastlake-Middle-School/?s_cid=gsapi,7-8,,Eastlake Middle School,27,"11,3,2,3,5",Public
575,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6134-Edison-Elementary-School/?s_cid=gsapi,K-5,,Edison Elementary School,5,"3,0,0,1,1",Public
"1,143",4 out of 5 stars,https://www.greatschools.org/california/san-diego/25127-Gompers-Preparatory-Academy/?s_cid=gsapi,6-12,,Gompers Preparatory Academy,9,"6,1,0,1,1",Public charter
363,3 out of 5 stars,https://www.greatschools.org/california/san-diego/6246-Harriet-Tubman-Village-Charter-School/?s_cid=gsapi,K-8,,Harriet Tubman Village Charter School,59,"17,6,3,1,15",Public charter
574,4 out of 5 stars,https://www.greatschools.org/california/chula-vista/5837-Hilltop-Drive-Elementary-School/?s_cid=gsapi,K-6,,Hilltop Drive Elementary School,6,"2,1,2,0,0",Public
"1,132",4 out of 5 stars,https://www.greatschools.org/california/chula-vista/6286-Hilltop-Middle-School/?s_cid=gsapi,7-8,,Hilltop Middle School,34,"12,8,1,1,4",Public
539,5 out of 5 stars,https://www.greatschools.org/california/san-diego/6034-Los-Penasquitos-Elementary-School/?s_cid=gsapi,K-5,,Los Penasquitos Elementary School,75,"21,1,1,0,0",Public
"3,121",4 out of 5 stars,https://www.greatschools.org/california/simi-valley/12222-California-Virtual-Academy--San-Diego-School/?s_cid=gsapi,K-12,,California Virtual Academy @ San Diego School,48,"23,0,1,0,4",Public charter
760,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6193-Mann-Middle-School/?s_cid=gsapi,6-8,,Mann Middle School,16,"11,0,0,1,1",Public
815,4 out of 5 stars,https://www.greatschools.org/california/el-cajon/5819-Montgomery-Middle-School/?s_cid=gsapi,6-8,,Montgomery Middle School,15,"4,1,1,0,2",Public
815,4 out of 5 stars,https://www.greatschools.org/california/el-cajon/5819-Montgomery-Middle-School/?s_cid=gsapi,6-8,,Montgomery Middle School,15,"4,1,1,0,2",Public
232,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6209-Museum/?s_cid=gsapi,K-8,,Museum,47,"13,3,4,1,1",Public charter
667,4 out of 5 stars,https://www.greatschools.org/california/carlsbad/5884-Olivenhain-Pioneer-Elementary-School/?s_cid=gsapi,K-6,,Olivenhain Pioneer Elementary School,30,"9,6,3,1,1",Public
833,4 out of 5 stars,https://www.greatschools.org/california/chula-vista/5845-Olympic-View-Elementary-School/?s_cid=gsapi,K-6,,Olympic View Elementary School,34,"5,5,4,3,0",Public
"2,123",4 out of 5 stars,https://www.greatschools.org/california/escondido/5908-Orange-Glen-High-School/?s_cid=gsapi,9-12,,Orange Glen High School,24,"9,1,0,1,1",Public
485,5 out of 5 stars,https://www.greatschools.org/california/novato/3458-Rancho-Elementary-School/?s_cid=gsapi,K-5,,Rancho Elementary School,32,"15,2,1,0,0",Public
"2,460",4 out of 5 stars,https://www.greatschools.org/california/san-diego/12223-San-Ysidro-High-School/?s_cid=gsapi,9-12,,San Ysidro High School,36,"22,1,2,4,0",Public
455,5 out of 5 stars,https://www.greatschools.org/california/san-diego/6048-Sunset-Hills-Elementary-School/?s_cid=gsapi,K-5,,Sunset Hills Elementary School,40,"7,1,2,0,0",Public
500,4 out of 5 stars,https://www.greatschools.org/california/san-diego/14994-Sycamore-Ridge-School/?s_cid=gsapi,K-6,,Sycamore Ridge School,17,"8,1,0,0,2",Public
"2,129",4 out of 5 stars,https://www.greatschools.org/california/el-cajon/5931-Valhalla-High-School/?s_cid=gsapi,9-12,,Valhalla High School,36,"13,5,4,2,1",Public
732,5 out of 5 stars,https://www.greatschools.org/california/oceanside/6018-South-Oceanside-Elementary-School/?s_cid=gsapi,K-5,,South Oceanside Elementary School,26,"11,0,0,0,0",Public
600,4 out of 5 stars,https://www.greatschools.org/california/oceanside/6008-Libby-Elementary-School/?s_cid=gsapi,K-5,,Libby Elementary School,6,"2,3,0,0,1",Public
569,4 out of 5 stars,https://www.greatschools.org/california/encinitas/5887-Paul-Ecke-Central-Elementary-School/?s_cid=gsapi,K-6,,Paul Ecke-Central Elementary School,35,"10,1,1,3,3",Public
527,4 out of 5 stars,https://www.greatschools.org/california/chula-vista/5856-Valle-Lindo-Elementary-School/?s_cid=gsapi,K-6,,Valle Lindo Elementary School,15,"9,3,1,0,1",Public
201,4 out of 5 stars,https://www.greatschools.org/california/rainbow/6304-Vallecitos-Elementary-School/?s_cid=gsapi,K-8,,Vallecitos Elementary School,5,"2,0,0,0,1",Public
"1,154",4 out of 5 stars,https://www.greatschools.org/california/valley-center/11128-Valley-Center-High/?s_cid=gsapi,9-12,,Valley Center High,10,"6,2,0,2,0",Public
789,3 out of 5 stars,https://www.greatschools.org/california/valley-center/11132-Valley-Center-Middle/?s_cid=gsapi,6-8,,Valley Center Middle,16,"3,0,1,0,3",Public
534,4 out of 5 stars,https://www.greatschools.org/california/oceanside/6309-Alamosa-Park-Elementary-School/?s_cid=gsapi,K-5,,Alamosa Park Elementary School,24,"4,4,3,1,2",Public
510,4 out of 5 stars,https://www.greatschools.org/california/vista/6311-Beaumont-Elementary-School/?s_cid=gsapi,K-5,,Beaumont Elementary School,15,"9,1,0,1,3",Public
536,3 out of 5 stars,https://www.greatschools.org/california/vista/31146-Bella-Mente-Montessori-Academy/?s_cid=gsapi,K-8,,Bella Mente Montessori Academy,38,"3,2,3,0,2",Public charter
671,3 out of 5 stars,https://www.greatschools.org/california/vista/6312-Bobier-Elementary-School/?s_cid=gsapi,K-5,,Bobier Elementary School,7,"2,1,1,1,1",Public
842,4 out of 5 stars,https://www.greatschools.org/california/vista/6313-Breeze-Hill-Elementary-School/?s_cid=gsapi,K-5,,Breeze Hill Elementary School,27,"9,6,6,1,1",Public
577,4 out of 5 stars,https://www.greatschools.org/california/vista/6315-Casita-Center-For-Science-Math-Technology/?s_cid=gsapi,K-5,,Casita Center For Science/Math/Technology,34,"13,8,1,1,0",Public
533,4 out of 5 stars,https://www.greatschools.org/california/el-cajon/5808-Flying-Hills-Elementary-School/?s_cid=gsapi,K-6,,Flying Hills Elementary School,39,"18,6,3,2,8",Public
718,4 out of 5 stars,https://www.greatschools.org/california/san-diego/6151-Grant-K-8/?s_cid=gsapi,K-8,,Grant K-8,45,"21,3,2,2,4",Public
663,3 out of 5 stars,https://www.greatschools.org/california/san-diego/6155-Hancock-Elementary-School/?s_cid=gsapi,K-5,,Hancock Elementary School,48,"8,5,3,3,10",Public
456,3 out of 5 stars,https://www.greatschools.org/california/spring-valley/5965-La-Presa-Elementary-School/?s_cid=gsapi,K-6,,La Presa Elementary School,5,"0,1,0,0,1",Public
488,4 out of 5 stars,https://www.greatschools.org/california/el-cajon/5816-Madison-Avenue-Elementary-School/?s_cid=gsapi,K-5,,Madison Avenue Elementary School,26,"6,0,1,0,3",Public
779,3 out of 5 stars,https://www.greatschools.org/california/oceanside/5917-Mary-Fay-Pendleton-Elementary-School/?s_cid=gsapi,K-8,,Mary Fay Pendleton Elementary School,48,"16,4,1,8,11",Public
541,4 out of 5 stars,https://www.greatschools.org/california/carlsbad/12037-Mission-Estancia-Elementary-School/?s_cid=gsapi,K-6,,Mission Estancia Elementary School,43,"10,4,1,1,5",Public
570,4 out of 5 stars,https://www.greatschools.org/california/oceanside/6323-Mission-Meadows-Elementary-School/?s_cid=gsapi,PK-5,,Mission Meadows Elementary School,43,"20,4,0,3,1",Public
868,3 out of 5 stars,https://www.greatschools.org/california/jurupa-valley/4332-Mission-Middle-School/?s_cid=gsapi,7-8,,Mission Middle School,7,"3,1,0,1,2",Public
"2,153",5 out of 5 stars,https://www.greatschools.org/california/oceanside/6014-Oceanside-High-School/?s_cid=gsapi,9-12,,Oceanside High School,14,"11,0,0,0,1",Public
"1,689",3 out of 5 stars,https://www.greatschools.org/california/ramona/6061-Ramona-High-School/?s_cid=gsapi,9-12,,Ramona High School,44,"6,3,3,2,9",Public
"2,532",4 out of 5 stars,https://www.greatschools.org/california/vista/6326-Rancho-Buena-Vista-High-School/?s_cid=gsapi,9-12,,Rancho Buena Vista High School,50,"12,4,4,2,2",Public
745,4 out of 5 stars,https://www.greatschools.org/california/fullerton/3727-Rolling-Hills-Elementary-School/?s_cid=gsapi,K-6,,Rolling Hills Elementary School,26,"11,2,0,2,3",Public
291,3 out of 5 stars,https://www.greatschools.org/california/san-diego/6228-Rowan-Elementary-School/?s_cid=gsapi,K-5,,Rowan Elementary School,16,"2,3,0,2,1",Public
489,3 out of 5 stars,https://www.greatschools.org/california/san-diego/6242-Taft-Middle-School/?s_cid=gsapi,6-8,,Taft Middle School,13,"4,3,0,4,2",Public
546,4 out of 5 stars,https://www.greatschools.org/california/bonita/5857-Valley-Vista-Elementary-School/?s_cid=gsapi,K-6,,Valley Vista Elementary School,28,"14,6,2,0,5",Public
590,4 out of 5 stars,https://www.greatschools.org/california/el-cajon/5823-Vista-Grande-Elementary-School/?s_cid=gsapi,K-5,,Vista Grande Elementary School,21,"11,0,2,1,1",Public
527,4 out of 5 stars,https://www.greatschools.org/california/ontario/12399-Vista-Grande-Elementary-School/?s_cid=gsapi,K-6,,Vista Grande Elementary School,8,"3,0,2,1,0",Public
791,4 out of 5 stars,https://www.greatschools.org/california/vista/17478-Vista-Magnet-Middle-School-Of-Technology-Science-And-Math/?s_cid=gsapi,6-8,,"Vista Magnet Middle School Of Technology, Science, And Math",34,"12,2,3,2,4",Public
